geography type,code,description,2013,2014,2015,2016,2017
Statistical_Area_2_1280,226300,Turakina,24,12,15,18,18
Statistical_Area_2_1281,226400,Otairi,12,12,15,21,9
Statistical_Area_2_1282,226500,Taihape,30,27,30,30,21
Statistical_Area_2_1283,226600,Marton Rural,12,12,12,9,15
Statistical_Area_2_1284,226700,Marton North,27,30,36,33,30
Statistical_Area_2_1285,226800,Parewanui,12,15,15,12,9
Statistical_Area_2_1286,226900,Marton South,30,30,30,39,33
Statistical_Area_2_1287,227000,Bulls,33,45,33,36,36
Statistical_Area_2_1288,227100,Kiwitea,12,18,15,24,18
Statistical_Area_2_1289,227200,Tokorangi,12,15,21,18,24
Statistical_Area_2_1290,227300,Ohakea-Sanson,21,15,24,12,18
Statistical_Area_2_1291,227400,Oroua Downs,15,12,18,6,9
Statistical_Area_2_1292,227500,Awahuri,24,21,24,24,33
Statistical_Area_2_1293,227600,Pohangina-Apiti,9,6,18,9,6
Statistical_Area_2_1294,227700,Mount Taylor,0,9,6,6,12
Statistical_Area_2_1295,227800,Taikorea,15,12,21,15,21
Statistical_Area_2_1296,227900,Makino,48,54,48,42,57
Statistical_Area_2_1297,228000,Sandon,15,24,21,15,33
Statistical_Area_2_1298,228100,Kimbolton North,30,27,39,33,24
Statistical_Area_2_1299,228200,Warwick,21,15,27,15,12
Statistical_Area_2_1300,228300,Kimbolton West,33,30,36,24,27
Statistical_Area_2_1301,228400,Feilding Central,15,21,12,12,15
Statistical_Area_2_1302,228500,Kimbolton South,27,30,33,30,27
Statistical_Area_2_1303,228600,Kauwhata,12,30,12,21,18
Statistical_Area_2_1304,228700,Taonui,21,18,18,15,21
Statistical_Area_2_1305,228800,Newbury,18,15,24,15,21
Statistical_Area_2_1306,228900,Palmerston North Airport,0,0,0,3,3
Statistical_Area_2_1307,229000,Milson North,21,33,18,27,27
Statistical_Area_2_1308,229100,Cloverlea (Palmerston Nor,27,27,33,36,24
Statistical_Area_2_1309,229200,Tremaine,12,12,6,9,6
Statistical_Area_2_1310,229300,Milson South,45,45,48,39,45
Statistical_Area_2_1311,229400,Whakarongo,18,9,15,18,12
Statistical_Area_2_1312,229500,Westbrook,54,57,69,42,45
Statistical_Area_2_1313,229600,Takaro North,45,51,54,54,48
Statistical_Area_2_1314,229700,Pioneer West,3,3,0,3,6
Statistical_Area_2_1315,229800,Palmerston North Hospital,33,21,33,33,39
Statistical_Area_2_1316,229900,Highbury East,51,48,54,51,54
Statistical_Area_2_1317,230000,Park West,24,21,18,24,18
Statistical_Area_2_1318,230100,Takaro South,33,39,33,36,36
Statistical_Area_2_1319,230200,Roslyn (Palmerston North,45,39,45,36,54
Statistical_Area_2_1320,230300,Kelvin Grove West,54,54,54,39,51
Statistical_Area_2_1321,230400,Kelvin Grove North,33,30,33,33,27
Statistical_Area_2_1322,230500,Papaioea North,27,27,21,27,27
Statistical_Area_2_1323,230600,Palmerston North Central,6,9,12,18,12
Statistical_Area_2_1324,230700,Awapuni North,48,57,63,39,63
Statistical_Area_2_1325,230800,Terrace End,54,51,54,66,45
Statistical_Area_2_1326,230900,Maraetarata,15,15,18,9,24
Statistical_Area_2_1327,231000,Papaioea South,27,24,30,18,21
Statistical_Area_2_1328,231100,Royal Oak (Palmerston Nor,33,30,30,27,27
Statistical_Area_2_1329,231200,West End,33,39,42,42,51
Statistical_Area_2_1330,231300,Awapuni South,45,48,48,30,36
Statistical_Area_2_1331,231400,Milverton,21,9,9,18,15
Statistical_Area_2_1332,231500,Ruamahanga,48,51,39,36,39
Statistical_Area_2_1333,231600,Esplanade,21,24,21,21,27
Statistical_Area_2_1334,231700,Hokowhitu Central,15,18,18,27,15
Statistical_Area_2_1335,231800,Hokowhitu East,39,27,48,36,36
Statistical_Area_2_1336,231900,Turitea,0,0,0,0,0
Statistical_Area_2_1337,232000,Ruahine,6,9,15,15,9
Statistical_Area_2_1338,232100,Linton Camp,33,27,48,39,45
Statistical_Area_2_1339,232200,Ashhurst,36,39,42,39,42
Statistical_Area_2_1340,232300,Hokowhitu South,27,21,30,18,24
Statistical_Area_2_1341,232400,Aokautere,3,6,3,9,6
Statistical_Area_2_1342,232500,Pihauatua,15,15,12,12,21
Statistical_Area_2_1343,232600,Aokautere Rural,3,6,6,6,6
Statistical_Area_2_1344,232700,Poutoa,30,12,21,18,27
Statistical_Area_2_1345,232800,Norsewood,27,15,18,24,24
Statistical_Area_2_1346,232900,Papatawa,15,15,18,18,15
Statistical_Area_2_1347,233000,Mangatainoka,27,18,30,18,18
Statistical_Area_2_1348,233100,Woodville,12,18,15,21,18
Statistical_Area_2_1349,233200,Dannevirke West,33,21,27,21,33
Statistical_Area_2_1350,233300,Dannevirke East,45,42,42,54,45
Statistical_Area_2_1351,233400,Waitahora,9,12,12,9,3
Statistical_Area_2_1352,233500,Kaitawa,12,12,12,6,6
Statistical_Area_2_1353,233600,Pahiatua,36,30,24,27,36
Statistical_Area_2_1354,233700,Nireaha-Eketahuna,21,9,15,18,18
Statistical_Area_2_1355,233800,Owhanga,9,6,6,12,12
Statistical_Area_2_1356,233900,Mara,0,0,0,0,0
Statistical_Area_2_1357,234000,Kere Kere,15,12,12,15,9
Statistical_Area_2_1358,234100,Foxton Beach,21,6,12,6,15
Statistical_Area_2_1359,234200,Foxton North,15,15,12,15,9
Statistical_Area_2_1360,234300,Foxton South,27,21,18,21,24
Statistical_Area_2_1361,234400,Waitarere,12,15,12,15,18
Statistical_Area_2_1362,234500,Waikawa (Horowhenua Distr,3,6,6,3,6
Statistical_Area_2_1363,234600,Miranui,27,24,27,27,24
Statistical_Area_2_1364,234700,Donnelly Park,12,12,15,12,6
Statistical_Area_2_1365,234800,Ohau-Manakau,12,15,18,18,12
Statistical_Area_2_1366,234900,Kawiu South,21,33,21,30,33
Statistical_Area_2_1367,235000,Makomako,24,15,24,21,12
Statistical_Area_2_1368,235100,Kawiu North,24,6,21,21,15
Statistical_Area_2_1369,235200,Levin Central,12,15,9,18,18
Statistical_Area_2_1370,235300,Tararua,6,15,15,15,6
Statistical_Area_2_1371,235400,Shannon,12,24,18,21,15
Statistical_Area_2_1372,235500,Queenwood (Horowhenua Dis,18,24,18,27,33
Statistical_Area_2_1373,235600,Playford Park,27,21,15,21,15
Statistical_Area_2_1374,235700,Fairfield (Horowhenua Dis,15,6,12,9,6
Statistical_Area_2_1375,235800,Taitoko,18,39,24,30,27
Statistical_Area_2_1376,235900,Waiopehu,21,21,15,18,12
Statistical_Area_2_1377,236000,Makahika,6,3,3,9,9
Statistical_Area_2_1378,236100,Kimberley,3,6,0,0,3
Statistical_Area_2_1379,236200,Kapiti Island,0,0,0,0,0
Statistical_Area_2_1380,236300,Otaki Beach,15,18,21,24,18
Statistical_Area_2_1381,236400,Forest Lakes (Kapiti Coas,3,6,0,3,9
Statistical_Area_2_1382,236500,Otaki,39,39,33,33,45
Statistical_Area_2_1383,236600,Te Horo,12,3,9,3,15
Statistical_Area_2_1384,236700,Waitohu,9,9,12,9,6
Statistical_Area_2_1385,236800,Waikanae Beach,30,27,36,27,27
Statistical_Area_2_1386,236900,Peka Peka,3,3,6,3,3
Statistical_Area_2_1387,237000,Paraparaumu Beach North,39,45,45,36,42
Statistical_Area_2_1388,237100,Paraparaumu Beach West,18,18,12,30,21
Statistical_Area_2_1389,237200,Waikanae Park,18,9,12,12,15
Statistical_Area_2_1390,237300,Paraparaumu Beach East,24,24,18,30,15
Statistical_Area_2_1391,237400,Otaihanga,12,6,3,9,9
Statistical_Area_2_1392,237500,Paraparaumu North,33,27,24,27,27
Statistical_Area_2_1393,237600,Waikanae West,24,21,27,30,33
Statistical_Area_2_1394,237700,Otaki Forks,3,3,3,3,6
Statistical_Area_2_1395,237800,Paraparaumu Central,45,42,42,45,45
Statistical_Area_2_1396,237900,Maungakotukutuku,9,12,12,15,12
Statistical_Area_2_1397,238000,Raumati Beach West,36,39,33,30,33
Statistical_Area_2_1398,238100,Waikanae East,15,18,21,21,15
Statistical_Area_2_1399,238200,Tararua Forest Park,0,0,0,0,0
Statistical_Area_2_1400,238300,Raumati Beach East,24,18,21,18,24
Statistical_Area_2_1401,238400,Paraparaumu East,24,27,21,27,36
Statistical_Area_2_1402,238500,Raumati South,36,36,27,42,27
Statistical_Area_2_1403,238600,Paekakariki,18,18,12,18,12
Statistical_Area_2_1404,238700,Mana Island,0,0,0,0,0
Statistical_Area_2_1405,238800,Pukerua Bay,33,15,30,15,21
Statistical_Area_2_1406,238900,Paekakariki Hill,3,0,6,3,0
Statistical_Area_2_1407,239000,Plimmerton,21,24,27,15,27
Statistical_Area_2_1408,239100,Titahi Bay North,60,39,42,36,36
Statistical_Area_2_1409,239200,Titahi Bay South,93,63,66,63,63
Statistical_Area_2_1410,239300,Elsdon-Takapuwahia,42,36,39,42,42
Statistical_Area_2_1411,239400,Pauatahanui,6,6,12,9,9
Statistical_Area_2_1412,239500,Onepoto,27,30,33,27,30
Statistical_Area_2_1413,239600,Camborne,21,24,21,18,30
Statistical_Area_2_1414,239700,Inlet Porirua Harbour,0,0,0,0,0
Statistical_Area_2_1415,239800,Paremata,21,21,27,18,27
Statistical_Area_2_1416,239900,Porirua Central,6,9,6,3,0
Statistical_Area_2_1417,240000,Papakowhai,24,24,30,18,24
Statistical_Area_2_1418,240100,Aotea,48,51,57,36,51
Statistical_Area_2_1419,240200,Postgate,42,54,54,45,30
Statistical_Area_2_1420,240300,Ascot Park,45,54,57,45,63
Statistical_Area_2_1421,240400,Whitby,33,39,39,36,42
Statistical_Area_2_1422,240500,Porirua East,39,42,42,39,30
Statistical_Area_2_1423,240600,Endeavour,27,42,42,48,54
Statistical_Area_2_1424,240700,Cannons Creek North,54,66,84,69,93
Statistical_Area_2_1425,240800,Waitangirua,93,75,84,72,66
Statistical_Area_2_1426,240900,Ranui Heights,21,21,15,21,24
Statistical_Area_2_1427,241000,Cannons Creek East,69,75,78,84,66
Statistical_Area_2_1428,241100,Cannons Creek South,33,18,30,33,45
Statistical_Area_2_1429,241200,Akatarawa,3,3,9,0,9
Statistical_Area_2_1430,241300,Riverstone Terraces,21,24,27,21,24
Statistical_Area_2_1431,241400,Heretaunga,30,30,30,42,24
Statistical_Area_2_1432,241500,Birchville-Brown Owl,51,42,36,42,48
Statistical_Area_2_1433,241600,Poets Block,33,27,42,39,39
Statistical_Area_2_1434,241700,Brentwood (Upper Hutt Cit,27,24,39,30,24
Statistical_Area_2_1435,241800,Silverstream (Upper Hutt,33,33,36,39,36
Statistical_Area_2_1436,241900,Elderslea,30,33,30,48,42
Statistical_Area_2_1437,242000,Trentham North,36,42,51,48,39
Statistical_Area_2_1438,242100,Totara Park,45,39,33,33,42
Statistical_Area_2_1439,242200,Trentham South,9,6,12,6,6
Statistical_Area_2_1440,242300,Mangaroa,15,18,15,12,21
Statistical_Area_2_1441,242400,Ebdentown,33,21,30,30,27
Statistical_Area_2_1442,242500,Wallaceville,30,27,30,27,27
Statistical_Area_2_1443,242600,Maoribank,54,45,57,48,57
Statistical_Area_2_1444,242700,Te Marua,9,12,9,6,9
Statistical_Area_2_1445,242800,Pinehaven,24,24,24,30,21
Statistical_Area_2_1446,242900,Clouston Park,33,27,24,27,39
Statistical_Area_2_1447,243000,Upper Hutt Central,6,9,9,6,3
Statistical_Area_2_1448,243100,Belmont Park,6,6,3,6,6
Statistical_Area_2_1449,243200,Maungaraki,66,51,63,63,48
Statistical_Area_2_1450,243300,Korokoro,21,24,24,18,21
Statistical_Area_2_1451,243400,Kelson,36,57,54,54,51
Statistical_Area_2_1452,243500,Normandale,18,24,27,33,24
Statistical_Area_2_1453,243600,Belmont (Lower Hutt City),21,30,30,33,33
Statistical_Area_2_1454,243700,Petone Central,9,15,18,24,12
Statistical_Area_2_1455,243800,Tirohanga,9,9,6,15,15
Statistical_Area_2_1456,243900,Manor Park,6,3,3,0,6
Statistical_Area_2_1457,244000,Alicetown-Melling,39,39,54,39,39
Statistical_Area_2_1458,244100,Taita North,27,42,54,45,51
Statistical_Area_2_1459,244200,Boulcott,27,30,24,30,36
Statistical_Area_2_1460,244300,Hutt Central North,6,3,3,9,12
Statistical_Area_2_1461,244400,Avalon West,27,18,30,24,33
Statistical_Area_2_1462,244500,Stokes Valley Central,39,30,39,39,30
Statistical_Area_2_1463,244600,Taita South,48,45,60,45,54
Statistical_Area_2_1464,244700,Petone East,51,33,51,45,45
Statistical_Area_2_1465,244800,Hutt Central South,27,15,18,21,24
Statistical_Area_2_1466,244900,Stokes Valley North,54,54,63,51,60
Statistical_Area_2_1467,245000,Petone Esplanade,39,36,36,33,33
Statistical_Area_2_1468,245100,Epuni West,36,30,48,39,39
Statistical_Area_2_1469,245200,Avalon East,42,39,51,51,33
Statistical_Area_2_1470,245300,Woburn,15,15,18,9,15
Statistical_Area_2_1471,245400,Naenae Central,42,42,60,51,63
Statistical_Area_2_1472,245500,Waterloo West,15,18,18,21,21
Statistical_Area_2_1473,245600,Epuni East,45,33,51,33,39
Statistical_Area_2_1474,245700,Gracefield,3,0,0,0,0
Statistical_Area_2_1475,245800,Moera,24,21,27,30,27
Statistical_Area_2_1476,245900,Delaney,48,48,45,57,36
Statistical_Area_2_1477,246000,Waiwhetu,48,51,63,57,60
Statistical_Area_2_1478,246100,Waterloo East,39,30,24,30,30
Statistical_Area_2_1479,246200,Naenae North,39,24,45,42,42
Statistical_Area_2_1480,246300,Manuka,21,21,27,9,21
Statistical_Area_2_1481,246400,Naenae South,48,27,51,51,51
Statistical_Area_2_1482,246500,Towai,0,0,0,0,0
Statistical_Area_2_1483,246600,Arakura,36,57,57,54,51
Statistical_Area_2_1484,246700,Eastern Bays,15,12,15,12,21
Statistical_Area_2_1485,246800,Pencarrow,0,6,6,9,3
Statistical_Area_2_1486,246900,Wainuiomata West,42,45,66,45,45
Statistical_Area_2_1487,247000,Glendale,69,72,72,66,63
Statistical_Area_2_1488,247100,Wainuiomata Central,21,27,18,30,27
Statistical_Area_2_1489,247200,Eastbourne,24,24,24,18,27
Statistical_Area_2_1490,247300,Homedale East,54,42,45,51,45
Statistical_Area_2_1491,247400,Homedale West,36,42,42,36,48
Statistical_Area_2_1492,247500,Makara-Ohariu,3,6,6,9,12
Statistical_Area_2_1493,247600,Tawa North,39,39,51,42,30
Statistical_Area_2_1494,247700,Linden,45,51,48,48,54
Statistical_Area_2_1495,247800,Tawa South,33,24,24,33,36
Statistical_Area_2_1496,247900,Tawa Central,30,27,33,36,33
Statistical_Area_2_1497,248000,Grenada North,24,24,30,21,30
Statistical_Area_2_1498,248100,Churton Park North,36,42,36,36,48
Statistical_Area_2_1499,248200,Takapu-Horokiwi,6,3,3,0,6
Statistical_Area_2_1500,248300,Churton Park South,39,54,42,51,33
Statistical_Area_2_1501,248400,Johnsonville West,33,42,48,51,42
Statistical_Area_2_1502,248500,Grenada Village,39,33,30,30,30
Statistical_Area_2_1503,248600,Johnsonville North,45,51,63,48,57
Statistical_Area_2_1504,248700,Paparangi,39,48,42,30,54
Statistical_Area_2_1505,248800,Ngaio North,39,36,33,39,33
Statistical_Area_2_1506,248900,Johnsonville Central,36,42,42,51,36
Statistical_Area_2_1507,249000,Broadmeadows,18,18,24,27,24
Statistical_Area_2_1508,249100,Crofton Downs,24,21,18,24,12
Statistical_Area_2_1509,249200,Johnsonville South,30,33,21,33,18
Statistical_Area_2_1510,249300,Khandallah Reserve,15,18,15,18,18
Statistical_Area_2_1511,249400,Karori Park,75,78,78,75,63
Statistical_Area_2_1512,249500,Newlands North,78,60,63,54,60
Statistical_Area_2_1513,249600,Ngaio South,48,51,42,33,27
Statistical_Area_2_1514,249700,Newlands South,72,57,72,63,66
Statistical_Area_2_1515,249800,Woodridge,21,27,30,27,21
Statistical_Area_2_1516,249900,Karori North,30,27,12,18,18
Statistical_Area_2_1517,250000,Khandallah North,48,30,30,36,30
Statistical_Area_2_1518,250100,Wilton,30,21,24,24,21
Statistical_Area_2_1519,250200,Khandallah South,15,15,18,21,15
Statistical_Area_2_1520,250300,Wadestown,39,36,30,33,42
Statistical_Area_2_1521,250400,Karori South,54,48,48,51,42
Statistical_Area_2_1522,250500,Onslow,27,24,21,18,21
Statistical_Area_2_1523,250600,Karori East,45,30,33,42,24
Statistical_Area_2_1524,250700,Pipitea-Kaiwharawhara,6,3,12,3,12
Statistical_Area_2_1525,250800,Northland (Wellington Cit,48,39,36,45,39
Statistical_Area_2_1526,250900,Thorndon,21,24,27,27,24
Statistical_Area_2_1527,251000,Wellington Botanic Garden,3,3,3,0,3
Statistical_Area_2_1528,251100,Kelburn,12,9,12,6,15
Statistical_Area_2_1529,251200,Aro Valley,30,24,27,21,24
Statistical_Area_2_1530,251300,Wellington University,3,6,6,3,3
Statistical_Area_2_1531,251400,Wellington Central,15,18,9,21,15
Statistical_Area_2_1532,251500,Brooklyn North,24,18,21,21,21
Statistical_Area_2_1533,251600,Dixon Street,15,15,18,18,18
Statistical_Area_2_1534,251700,Vivian West,15,9,12,9,9
Statistical_Area_2_1535,251800,Courtenay,6,12,15,12,6
Statistical_Area_2_1536,251900,Brooklyn East,33,42,36,39,36
Statistical_Area_2_1537,252000,Mount Cook West,27,30,36,33,33
Statistical_Area_2_1538,252100,Vivian East,18,15,21,24,12
Statistical_Area_2_1539,252200,Brooklyn South,24,27,21,21,30
Statistical_Area_2_1540,252300,Oriental Bay,9,6,6,3,6
Statistical_Area_2_1541,252400,Mount Cook East,15,18,15,12,12
Statistical_Area_2_1542,252500,Mount Victoria,27,27,36,21,27
Statistical_Area_2_1543,252600,Roseneath,12,18,6,18,9
Statistical_Area_2_1544,252700,Owhiro Bay,27,21,30,30,24
Statistical_Area_2_1545,252800,Kingston-Mornington-Vogel,60,33,72,33,54
Statistical_Area_2_1546,252900,Newtown North,21,21,24,27,21
Statistical_Area_2_1547,253000,Newtown West,39,51,33,36,33
Statistical_Area_2_1548,253100,Hataitai North,54,54,51,51,45
Statistical_Area_2_1549,253200,Evans Bay,9,6,12,9,9
Statistical_Area_2_1550,253300,Berhampore,66,69,57,66,60
Statistical_Area_2_1551,253400,Hataitai South,12,12,18,9,12
Statistical_Area_2_1552,253500,Maupuia,27,24,18,24,21
Statistical_Area_2_1553,253600,Newtown South,75,57,60,63,57
Statistical_Area_2_1554,253700,Kilbirnie Central,24,33,27,33,30
Statistical_Area_2_1555,253800,Island Bay West,60,48,39,45,45
Statistical_Area_2_1556,253900,Melrose,6,15,15,21,12
Statistical_Area_2_1557,254000,Island Bay East,39,45,45,39,42
Statistical_Area_2_1558,254100,Miramar North,15,18,15,18,27
Statistical_Area_2_1559,254200,Kilbirnie East,27,36,30,36,42
Statistical_Area_2_1560,254300,Lyall Bay,30,42,42,45,33
Statistical_Area_2_1561,254400,Miramar Central,30,24,27,27,24
Statistical_Area_2_1562,254500,Southgate,12,12,15,12,12
Statistical_Area_2_1563,254600,Karaka Bay-Worser Bay,18,9,21,12,18
Statistical_Area_2_1564,254700,Houghton Bay,27,27,15,18,15
Statistical_Area_2_1565,254800,Miramar East,36,39,33,45,36
Statistical_Area_2_1566,254900,Miramar South,42,51,39,33,42
Statistical_Area_2_1567,255000,Rongotai,3,0,0,0,0
Statistical_Area_2_1568,255100,Strathmore (Wellington Ci,51,48,48,60,60
Statistical_Area_2_1569,255200,Seatoun,24,18,21,15,15
Statistical_Area_2_1570,255300,Kopuaranga,3,9,12,9,6
Statistical_Area_2_1571,255400,Upper Plain,3,9,6,9,12
Statistical_Area_2_1572,255500,Opaki,3,3,6,6,9
Statistical_Area_2_1573,255600,Ngaumutawa,12,12,18,15,12
Statistical_Area_2_1574,255700,Solway North,33,33,18,27,30
Statistical_Area_2_1575,255800,Lansdowne West,15,18,24,12,21
Statistical_Area_2_1576,255900,Masterton Central,12,9,12,6,9
Statistical_Area_2_1577,256000,Kuripuni,21,15,15,12,18
Statistical_Area_2_1578,256100,Douglas Park,15,18,24,21,21
Statistical_Area_2_1579,256200,Solway South,39,42,45,48,51
Statistical_Area_2_1580,256300,Lansdowne East,36,39,33,36,39
Statistical_Area_2_1581,256400,Cameron and Soldiers Park,18,24,21,27,33
Statistical_Area_2_1582,256500,Whareama,21,24,15,12,21
Statistical_Area_2_1583,256600,Homebush-Te Ore Ore,9,12,3,12,12
Statistical_Area_2_1584,256700,McJorrow Park,39,21,33,27,27
Statistical_Area_2_1585,256800,Mount Holdsworth,21,9,15,18,15
Statistical_Area_2_1586,256900,Carterton North,24,21,18,27,18
Statistical_Area_2_1587,257000,Kokotau,12,15,9,9,15
Statistical_Area_2_1588,257100,Carterton South,30,30,27,33,33
Statistical_Area_2_1589,257200,Gladstone (Carterton Dist,18,12,9,12,9
Statistical_Area_2_1590,257300,Tauherenikau,9,12,15,12,12
Statistical_Area_2_1591,257400,Kahutara,12,18,15,9,12
Statistical_Area_2_1592,257500,Featherston,33,27,36,27,27
Statistical_Area_2_1593,257600,Inland water Lake Wairara,0,0,0,0,0
Statistical_Area_2_1594,257700,Greytown,24,18,18,18,18
Statistical_Area_2_1595,257800,Aorangi Forest,9,21,18,9,15
Statistical_Area_2_1596,257900,Martinborough,24,18,24,9,21
Statistical_Area_2_1597,258000,Oceanic Three Kings Islan,0,0,0,0,0
Statistical_Area_2_1598,258100,Three Kings Islands,0,0,0,0,0
Statistical_Area_2_1599,258200,Oceanic Northland Region,0,0,0,0,0
Statistical_Area_2_1600,258300,Inlet Doubtless Bay,0,0,0,0,0
Statistical_Area_2_1601,258400,Inlet Kaipara Harbour Nor,0,0,0,0,0
Statistical_Area_2_1602,258500,Oceanic Waikato Region Ea,0,0,0,0,0
Statistical_Area_2_1603,258600,Inlets Waikato Region,0,0,0,0,0
Statistical_Area_2_1604,258700,Oceanic Waikato Region We,0,0,0,0,0
Statistical_Area_2_1605,258800,Oceanic Bay of Plenty Reg,0,0,0,0,0
Statistical_Area_2_1606,258900,Islands Bay of Plenty Reg,0,0,0,0,0
Statistical_Area_2_1607,259000,Oceanic Taranaki Region,0,0,0,0,0
Statistical_Area_2_1608,259100,Inlet Port Taranaki,0,0,0,0,0
Statistical_Area_2_1609,259200,Oceanic Gisborne Region,0,0,0,0,0
Statistical_Area_2_1610,259300,Oceanic Manawatu-Wanganui,0,0,0,0,0
Statistical_Area_2_1611,259400,Oceanic Hawke's Bay Regio,0,0,0,0,0
Statistical_Area_2_1612,259500,Inlet Port Napier,0,0,0,0,0
Statistical_Area_2_1613,259600,Oceanic Wellington Region,0,0,0,0,0
Statistical_Area_2_1614,259700,Inlet Wellington Harbour,0,0,0,0,0
Statistical_Area_2_1615,259800,Bare Island,0,0,0,0,0
Statistical_Area_2_1616,259900,Oceanic Manawatu-Wanganui,0,0,0,0,0
Statistical_Area_2_1617,300200,Oceanic Tasman Region,0,0,0,0,0
Statistical_Area_2_1618,300300,Golden Bay/Mohua,39,24,33,24,36
Statistical_Area_2_1619,300400,Inlets Golden Bay,0,0,0,0,0
Statistical_Area_2_1620,300500,Takaka,12,9,3,12,12
Statistical_Area_2_1621,300600,Pohara-Abel Tasman,6,9,18,12,3
Statistical_Area_2_1622,300700,Takaka Hills,12,9,6,15,6
Statistical_Area_2_1623,300800,Kaiteriteri-Riwaka,21,15,15,18,18
Statistical_Area_2_1624,300900,Upper Moutere,18,12,18,18,12
Statistical_Area_2_1625,301000,Lower Moutere,15,12,15,21,21
Statistical_Area_2_1626,301100,Motueka North,24,15,27,27,24
Statistical_Area_2_1627,301200,Motueka West,27,30,21,27,30
Statistical_Area_2_1628,301300,Motueka East,18,27,27,27,24
Statistical_Area_2_1629,301400,Inlets Motueka,0,0,0,0,0
Statistical_Area_2_1630,301500,Golden Downs,18,18,24,15,15
Statistical_Area_2_1631,301600,Moutere Hills,18,18,21,21,24
Statistical_Area_2_1632,301700,Ruby Bay-Mapua,18,9,9,12,15
Statistical_Area_2_1633,301800,Murchison-Nelson Lakes,9,15,21,12,12
Statistical_Area_2_1634,301900,Inlet Waimea West,0,0,0,0,0
Statistical_Area_2_1635,302000,Islands Tasman District,0,3,0,0,3
Statistical_Area_2_1636,302100,Waimea West,6,3,3,6,6
Statistical_Area_2_1637,302200,Appleby,6,6,6,9,9
Statistical_Area_2_1638,302300,Wakefield,27,27,21,21,27
Statistical_Area_2_1639,302400,Richmond West (Tasman Dis,9,6,3,3,15
Statistical_Area_2_1640,302500,Wakefield Rural,12,9,6,9,12
Statistical_Area_2_1641,302600,Brightwater,27,24,21,27,30
Statistical_Area_2_1642,302700,Hope,12,9,6,12,9
Statistical_Area_2_1643,302800,Richmond Central (Tasman,18,18,24,15,18
Statistical_Area_2_1644,302900,Ben Cooper Park,33,21,15,15,18
Statistical_Area_2_1645,303000,Richmond South (Tasman Di,3,3,3,3,3
Statistical_Area_2_1646,303100,Wilkes Park,18,9,21,21,18
Statistical_Area_2_1647,303200,Templemore,6,9,6,6,9
Statistical_Area_2_1648,303300,Easby Park,42,30,33,33,27
Statistical_Area_2_1649,303400,Fairose,3,6,6,6,9
Statistical_Area_2_1650,303500,Aniseed Valley,6,3,6,3,6
Statistical_Area_2_1651,303600,Nelson Rural,15,12,12,18,18
Statistical_Area_2_1652,303700,Inlets Nelson City,0,0,0,0,0
Statistical_Area_2_1653,303800,Marybank,3,15,9,12,6
Statistical_Area_2_1654,303900,Port Nelson,0,0,0,0,0
Statistical_Area_2_1655,304000,Nelson Airport,3,0,0,3,0
Statistical_Area_2_1656,304100,Tahunanui,42,36,39,30,45
Statistical_Area_2_1657,304200,Britannia,24,21,21,24,24
Statistical_Area_2_1658,304300,Atawhai,18,33,24,21,18
Statistical_Area_2_1659,304400,Broadgreen-Monaco,24,15,27,33,18
Statistical_Area_2_1660,304500,Washington,45,45,42,39,33
Statistical_Area_2_1661,304600,Tahuna Hills,36,27,21,24,24
Statistical_Area_2_1662,304700,Nelson Central-Trafalgar,3,3,9,6,6
Statistical_Area_2_1663,304800,The Wood,30,30,21,24,24
Statistical_Area_2_1664,304900,Toi Toi,27,45,27,33,30
Statistical_Area_2_1665,305000,Nayland,18,15,30,21,12
Statistical_Area_2_1666,305100,Aldinga,18,24,24,18,30
Statistical_Area_2_1667,305200,Victory,18,18,18,30,21
Statistical_Area_2_1668,305300,Rutherford,30,24,21,24,18
Statistical_Area_2_1669,305400,Maitlands,24,18,30,36,27
Statistical_Area_2_1670,305500,Maitai,12,9,9,12,9
Statistical_Area_2_1671,305600,Grampians,36,27,39,33,27
Statistical_Area_2_1672,305700,Saxton,0,0,0,0,0
Statistical_Area_2_1673,305800,Suffolk,15,18,18,24,12
Statistical_Area_2_1674,305900,Omaio,42,21,30,27,30
Statistical_Area_2_1675,306000,Enner Glynn,39,33,36,27,39
Statistical_Area_2_1676,306100,Daelyn,6,0,3,6,6
Statistical_Area_2_1677,306200,The Brook,27,33,24,30,27
Statistical_Area_2_1678,306300,Marlborough Sounds West,24,21,18,15,18
Statistical_Area_2_1679,306400,Marlborough Sounds Coasta,0,0,0,0,0
Statistical_Area_2_1680,306500,Marlborough Sounds East,15,12,12,12,21
Statistical_Area_2_1681,306600,Upper Wairau,15,15,27,18,21
Statistical_Area_2_1682,306700,Waikawa (Marlborough Dist,15,9,12,15,3
Statistical_Area_2_1683,306800,Waitohi (Marlborough Dist,24,21,33,21,24
Statistical_Area_2_1684,306900,Tuamarina,6,6,15,6,12
Statistical_Area_2_1685,307000,Awatere,21,21,30,18,15
Statistical_Area_2_1686,307100,Renwick,24,39,21,42,42
Statistical_Area_2_1687,307200,Lower Wairau,9,12,12,12,9
Statistical_Area_2_1688,307300,Woodbourne,27,15,27,21,21
Statistical_Area_2_1689,307400,Spring Creek-Grovetown,12,6,12,12,9
Statistical_Area_2_1690,307500,Springlands,33,24,27,39,24
Statistical_Area_2_1691,307600,Yelverton,24,24,21,21,27
